fastq.file.sample.name	raw_snps_file.original.name	raw_snps.file.change.name	v2_kept	v2_newnames	v5.1_kept
NA	37671_ID896_FR_PS_04_10_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_10	FR_PS_4_10	FR_PS_04_10	FR_PS_04_10
NA	37672_ID896_FR_PS_04_11_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_11	FR_PS_4_11	FR_PS_04_11	FR_PS_04_11
NA	37673_ID896_FR_PS_04_12_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_12	FR_PS_4_12	FR_PS_04_12	FR_PS_04_12
NA	37674_ID896_FR_PS_04_13_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_13	FR_PS_4_13	FR_PS_04_13	FR_PS_04_13
NA	37675_ID896_FR_PS_04_14_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_14	FR_PS_4_14	FR_PS_04_14	FR_PS_04_14
NA	37676_ID896_FR_PS_04_15_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_15	FR_PS_4_15	FR_PS_04_15	FR_PS_04_15
NA	37677_ID896_FR_PS_04_16_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_16	FR_PS_4_16	FR_PS_04_16	FR_PS_04_16
NA	37678_ID896_FR_PS_04_17_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_17	FR_PS_4_17	FR_PS_04_17	FR_PS_04_17
NA	37679_ID896_FR_PS_04_18_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_18	FR_PS_4_18	FR_PS_04_18	FR_PS_04_18
NA	37680_ID896_FR_PS_04_19_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_19	FR_PS_4_19	FR_PS_04_19	FR_PS_04_19
NA	37681_ID896_FR_PS_04_20_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_20	FR_PS_4_20	FR_PS_04_20	FR_PS_04_20
NA	37682_ID896_FR_PS_04_21_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_21	FR_PS_4_21	FR_PS_04_21	FR_PS_04_21
NA	37683_ID896_FR_PS_04_22_mapped_initial_q10_FM_clean_markdup_reduced.g	FR_PS_4_22	FR_PS_4_22	FR_PS_04_22	NA
NA	37684_ID896_DE_PS_12_14_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_14	DE_PS_12_14	DE_PS_12_14	NA
NA	37685_ID896_DE_PS_12_15_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_15	DE_PS_12_15	DE_PS_12_15	DE_PS_12_15
NA	37686_ID896_DE_PS_12_16_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_16	DE_PS_12_16	DE_PS_12_16	DE_PS_12_16
NA	37687_ID896_DE_PS_12_17_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_17	DE_PS_12_17	DE_PS_12_17	DE_PS_12_17
NA	37688_ID896_DE_PS_12_18_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_18	DE_PS_12_18	DE_PS_12_18	DE_PS_12_18
NA	37689_ID896_DE_PS_12_19_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_19	DE_PS_12_19	DE_PS_12_19	NA
NA	37690_ID896_DE_PS_12_20_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_20	DE_PS_12_20	DE_PS_12_20	DE_PS_12_20
NA	37691_ID896_DE_PS_12_21_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_21	DE_PS_12_21	DE_PS_12_21	DE_PS_12_21
NA	37692_ID896_DE_PS_12_22_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_22	DE_PS_12_22	DE_PS_12_22	NA
NA	37693_ID896_DE_PS_12_23_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_23	DE_PS_12_23	DE_PS_12_23	DE_PS_12_23
NA	37694_ID896_DE_PS_12_24_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_24	DE_PS_12_24	DE_PS_12_24	DE_PS_12_24
NA	37695_ID896_DE_PS_12_25_mapped_initial_q10_FM_clean_markdup_reduced.g	DE_PS_12_25	DE_PS_12_25	DE_PS_12_25	DE_PS_12_25
NA	37696_ID896_GB_PS_13_1_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_1	GB_PS_13_1	GB_PS_13_01	NA
NA	37697_ID896_GB_PS_13_4_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_4	GB_PS_13_4	GB_PS_13_04	NA
NA	37698_ID896_GB_PS_13_5_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_5	GB_PS_13_5	GB_PS_13_05	GB_PS_13_05
NA	37699_ID896_GB_PS_13_6_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_6	GB_PS_13_6	GB_PS_13_06	GB_PS_13_06
NA	37700_ID896_GB_PS_13_8_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_8	GB_PS_13_8	GB_PS_13_08	GB_PS_13_08
NA	37701_ID896_GB_PS_13_9_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_9	GB_PS_13_9	GB_PS_13_09	GB_PS_13_09
NA	37702_ID896_GB_PS_13_13_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_13	GB_PS_13_13	GB_PS_13_13	GB_PS_13_13
NA	37703_ID896_GB_PS_13_15_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_15	GB_PS_13_15	GB_PS_13_15	GB_PS_13_15
NA	37704_ID896_GB_PS_13_16_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_16	GB_PS_13_16	GB_PS_13_16	GB_PS_13_16
NA	37705_ID896_GB_PS_13_17_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_17	GB_PS_13_17	GB_PS_13_17	GB_PS_13_17
NA	37706_ID896_GB_PS_13_20_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_20	GB_PS_13_20	GB_PS_13_20	GB_PS_13_20
NA	37707_ID896_GB_PS_13_21_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_21	GB_PS_13_21	GB_PS_13_21	GB_PS_13_21
NA	37708_ID896_GB_PS_13_22_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_22	GB_PS_13_22	GB_PS_13_22	NA
NA	37709_ID896_GB_PS_13_23_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_23	GB_PS_13_23	GB_PS_13_23	NA
NA	37710_ID896_GB_PS_13_24_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_24	GB_PS_13_24	GB_PS_13_24	GB_PS_13_24
NA	37711_ID896_GB_PS_13_28_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_28	GB_PS_13_28	GB_PS_13_28	GB_PS_13_28
NA	37712_ID896_GB_PS_13_33_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_33	GB_PS_13_33	GB_PS_13_33	GB_PS_13_33
NA	37713_ID896_GB_PS_13_35_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_35	GB_PS_13_35	GB_PS_13_35	NA
NA	37714_ID896_GB_PS_13_36_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_36	GB_PS_13_36	GB_PS_13_36	GB_PS_13_36
NA	37715_ID896_GB_PS_13_38_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_38	GB_PS_13_38	GB_PS_13_38	GB_PS_13_38
NA	37716_ID896_GB_PS_13_40_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_40	GB_PS_13_40	GB_PS_13_40	GB_PS_13_40
NA	37717_ID896_GB_PS_13_42_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_42	GB_PS_13_42	GB_PS_13_42	GB_PS_13_42
NA	37718_ID896_GB_PS_13_43_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_43	GB_PS_13_43	GB_PS_13_43	GB_PS_13_43
NA	37719_ID896_GB_PS_13_44_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_44	GB_PS_13_44	GB_PS_13_44	GB_PS_13_44
NA	37720_ID896_GB_PS_13_46_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_13_46	GB_PS_13_46	GB_PS_13_46	GB_PS_13_46
NA	37721_ID896_GB_PS_14_1_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_1	GB_PS_14_1	GB_PS_14_01	GB_PS_14_01
NA	37722_ID896_GB_PS_14_2_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_2	GB_PS_14_2	GB_PS_14_02	GB_PS_14_02
NA	37723_ID896_GB_PS_14_3_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_3	GB_PS_14_3	GB_PS_14_03	NA
NA	37724_ID896_GB_PS_14_4_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_4	GB_PS_14_4	GB_PS_14_04	GB_PS_14_04
NA	37725_ID896_GB_PS_14_5_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_5	GB_PS_14_5	GB_PS_14_05	GB_PS_14_05
NA	37726_ID896_GB_PS_14_6_mapped_initial_q10_FM_clean_markdup_reduced.g	GB_PS_14_6	GB_PS_14_6	GB_PS_14_06	GB_PS_14_06
