fastq.file.sample.name	raw_snps_file.original.sample.name	raw_snps.file.change.name	v2_kept	v2_newnames	v5.1_kept
NA	35853	SI_FS_25_12	SI_FS_25_12	SI_FS_25_12	SI_FS_25_12
NA	35854	SI_FS_25_13	SI_FS_25_13	SI_FS_25_13	SI_FS_25_13
NA	35855	SI_FS_25_14	SI_FS_25_14	SI_FS_25_14	SI_FS_25_14
NA	35856	SI_FS_25_15	SI_FS_25_15	SI_FS_25_15	NA
NA	35857	SI_FS_25_16	SI_FS_25_16	SI_FS_25_16	SI_FS_25_16
NA	35858	SI_FS_25_17	SI_FS_25_17	SI_FS_25_17	SI_FS_25_17
NA	35859	SI_FS_25_18	SI_FS_25_18	SI_FS_25_18	SI_FS_25_18
NA	35860	SI_FS_25_19	SI_FS_25_19	SI_FS_25_19	SI_FS_25_19
NA	35861	SI_FS_25_20	SI_FS_25_20	SI_FS_25_20	SI_FS_25_20
NA	35862	SI_FS_25_21	SI_FS_25_21	SI_FS_25_21	SI_FS_25_21
NA	35863	SI_FS_25_22	SI_FS_25_22	SI_FS_25_22	SI_FS_25_22
NA	35864	SI_FS_25_23	SI_FS_25_23	SI_FS_25_23	SI_FS_25_23
NA	35865	SI_FS_25_24	SI_FS_25_24	SI_FS_25_24	SI_FS_25_24
NA	35866	SI_FS_26_01	SI_FS_26_01	SI_FS_26_01	NA
NA	35867	SI_FS_26_02	SI_FS_26_02	SI_FS_26_02	SI_FS_26_02
NA	35868	SI_FS_26_03	SI_FS_26_03	SI_FS_26_03	SI_FS_26_03
NA	35869	SI_FS_26_04	SI_FS_26_04	SI_FS_26_04	SI_FS_26_04
NA	35870	SI_FS_26_05	SI_FS_26_05	SI_FS_26_05	SI_FS_26_05
NA	35871	SI_FS_26_06	SI_FS_26_06	SI_FS_26_06	SI_FS_26_06
NA	35872	SI_FS_26_07	SI_FS_26_07	SI_FS_26_07	SI_FS_26_07
NA	35873	SI_FS_26_08	SI_FS_26_08	SI_FS_26_08	SI_FS_26_08
NA	35874	SI_FS_26_09	SI_FS_26_09	SI_FS_26_09	SI_FS_26_09
NA	35875	SI_FS_26_10	SI_FS_26_10	SI_FS_26_10	SI_FS_26_10
NA	35876	SI_FS_26_11	SI_FS_26_11	SI_FS_26_11	SI_FS_26_11
NA	35877	SI_FS_26_12	SI_FS_26_12	SI_FS_26_12	SI_FS_26_12
NA	35878	SI_FS_26_13	SI_FS_26_13	SI_FS_26_13	SI_FS_26_13
NA	35879	SI_FS_26_14	SI_FS_26_14	SI_FS_26_14	SI_FS_26_14
NA	35880	SI_FS_26_15	SI_FS_26_15	SI_FS_26_15	SI_FS_26_15
NA	35881	SI_FS_26_16	SI_FS_26_16	SI_FS_26_16	SI_FS_26_16
NA	35882	SI_FS_26_17	SI_FS_26_17	SI_FS_26_17	SI_FS_26_17
NA	35883	SI_FS_26_18	SI_FS_26_18	SI_FS_26_18	SI_FS_26_18
NA	35884	SI_FS_26_19	SI_FS_26_19	SI_FS_26_19	NA
NA	35885	SI_FS_26_20	NA	NA	NA
NA	35886	SI_FS_26_21	SI_FS_26_21	SI_FS_26_21	SI_FS_26_21
NA	35887	SI_FS_26_22	SI_FS_26_22	SI_FS_26_22	SI_FS_26_22
NA	35888	SI_FS_26_23	SI_FS_26_23	SI_FS_26_23	SI_FS_26_23
NA	35889	SI_FS_26_24	SI_FS_26_24	SI_FS_26_24	SI_FS_26_24
NA	35890	SI_FS_27_01	SI_FS_27_01	SI_FS_27_01	SI_FS_27_01
NA	35891	SI_FS_27_02	SI_FS_27_02	SI_FS_27_02	SI_FS_27_02
NA	35892	SI_FS_27_03	SI_FS_27_03	SI_FS_27_03	SI_FS_27_03
NA	35894	SI_FS_27_05	NA	NA	NA
NA	35895	SI_FS_27_06	SI_FS_27_06	SI_FS_27_06	SI_FS_27_06
NA	35896	SI_FS_27_07	SI_FS_27_07	SI_FS_27_07	SI_FS_27_07
NA	35897	SI_FS_27_08	SI_FS_27_08	SI_FS_27_08	SI_FS_27_08
NA	35898	SI_FS_27_09	SI_FS_27_09	SI_FS_27_09	SI_FS_27_09
NA	35899	SI_FS_27_10	SI_FS_27_10	SI_FS_27_10	SI_FS_27_10
NA	35900	SI_FS_27_11	SI_FS_27_11	SI_FS_27_11	SI_FS_27_11
NA	35901	SI_FS_27_12	SI_FS_27_12	SI_FS_27_12	SI_FS_27_12
NA	35902	SI_FS_27_13	SI_FS_27_13	SI_FS_27_13	SI_FS_27_13
NA	35903	SI_FS_27_14	SI_FS_27_14	SI_FS_27_14	SI_FS_27_14
NA	35904	SI_FS_27_15	SI_FS_27_15	SI_FS_27_15	SI_FS_27_15
NA	35905	SI_FS_27_16	SI_FS_27_16	SI_FS_27_16	SI_FS_27_16
NA	35906	SI_FS_27_17	SI_FS_27_17	SI_FS_27_17	SI_FS_27_17
NA	35907	SI_FS_27_18	SI_FS_27_18	SI_FS_27_18	SI_FS_27_18
NA	35908	SI_FS_27_19	SI_FS_27_19	SI_FS_27_19	SI_FS_27_19
NA	35909	SI_FS_27_20	SI_FS_27_20	SI_FS_27_20	NA
NA	35910	SI_FS_27_21	SI_FS_27_21	SI_FS_27_21	SI_FS_27_21
NA	35911	SI_FS_27_22	SI_FS_27_22	SI_FS_27_22	SI_FS_27_22
NA	35912	SI_FS_27_23	SI_FS_27_23	SI_FS_27_23	SI_FS_27_23
NA	35913	SI_FS_27_24	SI_FS_27_24	SI_FS_27_24	SI_FS_27_24
NA	35914	SI_FS_28_01	SI_FS_28_01	SI_FS_28_01	SI_FS_28_01
NA	35915	SI_FS_28_02	SI_FS_28_02	SI_FS_28_02	NA
NA	35916	SI_FS_28_03	SI_FS_28_03	SI_FS_28_03	SI_FS_28_03
NA	35917	SI_FS_28_04	SI_FS_28_04	SI_FS_28_04	SI_FS_28_04
NA	35918	SI_FS_28_05	SI_FS_28_05	SI_FS_28_05	SI_FS_28_05
NA	35919	SI_FS_28_06	SI_FS_28_06	SI_FS_28_06	SI_FS_28_06
NA	35920	SI_FS_28_07	SI_FS_28_07	SI_FS_28_07	SI_FS_28_07
NA	35921	SI_FS_28_08	SI_FS_28_08	SI_FS_28_08	SI_FS_28_08
NA	35922	SI_FS_28_09	SI_FS_28_09	SI_FS_28_09	SI_FS_28_09
NA	35923	SI_FS_28_10	SI_FS_28_10	SI_FS_28_10	SI_FS_28_10
NA	35924	SI_FS_28_11	SI_FS_28_11	SI_FS_28_11	SI_FS_28_11
NA	35925	SI_FS_28_12	SI_FS_28_12	SI_FS_28_12	SI_FS_28_12
NA	35926	SI_FS_28_13	SI_FS_28_13	SI_FS_28_13	SI_FS_28_13
NA	35927	SI_FS_28_14	SI_FS_28_14	SI_FS_28_14	NA
NA	35928	SI_FS_28_15	SI_FS_28_15	SI_FS_28_15	SI_FS_28_15
NA	35929	SI_FS_28_16	SI_FS_28_16	SI_FS_28_16	SI_FS_28_16
NA	35930	SI_FS_28_17	SI_FS_28_17	SI_FS_28_17	SI_FS_28_17
NA	35931	SI_FS_28_18	SI_FS_28_18	SI_FS_28_18	SI_FS_28_18
NA	35932	SI_FS_28_19	SI_FS_28_19	SI_FS_28_19	SI_FS_28_19
NA	35933	SI_FS_28_20	SI_FS_28_20	SI_FS_28_20	NA
NA	35934	SI_FS_28_21	SI_FS_28_21	SI_FS_28_21	NA
NA	35935	SI_FS_28_22	SI_FS_28_22	SI_FS_28_22	SI_FS_28_22
NA	35936	SI_FS_28_23	SI_FS_28_23	SI_FS_28_23	SI_FS_28_23
NA	35937	SI_FS_28_24	SI_FS_28_24	SI_FS_28_24	SI_FS_28_24
